2025-10-27T12:00:00Z,Solidarity Lanes: Latest figures – September 2025,Latest figures on Ukrainian exports and imports via the EU-Ukraine Solidarity Lanes: new transport routes established in the face of Russia’s war of aggression against Ukraine.,News article,/news-events/news/solidarity-lanes-latest-figures-september-2025-2025-10-27_en
2025-05-20T12:00:00Z,The Commission welcomes provisional agreement on new European Maritime Safety Agency mandate,The Commission welcomes the provisional political agreement reached today between the Parliament and the Council to update the EMSA mandate.,News article,/news-events/news/commission-welcomes-provisional-agreement-new-european-maritime-safety-agency-mandate-2025-05-20_en
2025-05-16T12:00:00Z,Vacancy for Assistants (establishment of a reserve list) (Contract Agent– FGIII) at the Europe's Rail Joint Undertaking (EU-RAIL),The deadline for applications is 05 June 2025 12:00 (Central European Time/ Brussels time),News article,https://rail-research.europa.eu/about-europes-rail/jobs/
2025-05-15T12:00:00Z,Commission and EU rail sector launch Women in Rail Award 2025,Apply before 17 June 2025!,News article,/news-events/news/commission-and-eu-rail-sector-launch-women-rail-award-2025-2025-05-15_en
2025-05-13T12:00:00Z,Deadline extended: Call for expressions of interest – Board of Appeal (European Union Agency for Railways),The deadline to submit an expression of interest is extended to 30 May 2025.,News article,https://transport.ec.europa.eu/facts-funding/calls-tenders/call-expressions-interest-board-appeal-european-union-agency-railways_en
2025-05-12T12:00:00Z,Commission launches call for evidence on Air Services Regulation revision,The Commission has launched a call for evidence to gather input from stakeholders on the upcoming revision of the Air Services Regulation,News article,/news-events/news/commission-launches-call-evidence-air-services-regulation-revision-2025-05-12_en
2025-05-07T12:00:00Z,May infringements package: key decisions,May infringements package: key decisions,News article,https://ec.europa.eu/commission/presscorner/detail/en/inf_25_982
2025-05-07T12:00:00Z,Promoting competitive and attractive rail services: Commission adopts Guidelines on setting up charges for the use of railway infrastructure ,The European Commission today adopted Interpretative Guidelines on the setting up of charges for the use of railway infrastructure (‘track access charges’).,News article,/news-events/news/promoting-competitive-and-attractive-rail-services-commission-adopts-guidelines-setting-charges-use-2025-05-07_en
2025-04-29T12:00:00Z,Unbalanced tourism: which European destinations are potentially vulnerable?,New insights from the EU tourism dashboard on unbalanced tourism,General publications,/news-events/news/unbalanced-tourism-which-european-destinations-are-potentially-vulnerable-2025-04-29_en
2025-04-24T12:00:00Z,Call for applications for the selection of experts for the new Performance Review Board of the Single European Sky,"The recently adopted Regulation on the implementation of the Single European Sky establishes a new Performance Review Board (PRB) comprising seven members, including a chair, for which applications are now open.",News article,https://transport.ec.europa.eu/news-events/news/deadline-extended-call-applications-selection-experts-new-performance-review-board-single-european-2025-05-22_en
2025-04-24T12:00:00Z,"Updated rules for safer roads, less air pollution and digital vehicle documents","For better road safety and air quality across the EU, the Commission is proposing a comprehensive overhaul of the EU’s road safety and vehicle registration rules.",News article,/news-events/news/updated-rules-safer-roads-less-air-pollution-and-digital-vehicle-documents-2025-04-24_en
2025-04-24T12:00:00Z,Solidarity Lanes: Latest figures – March 2025,Latest figures on Ukrainian exports and imports via the EU-Ukraine Solidarity Lanes: new transport routes established in the face of Russia’s war of aggression against Ukraine.,News article,/news-events/news/solidarity-lanes-latest-figures-march-2025-2025-04-24_en
2025-03-11T12:00:00Z,Europe for Aviation Joins Forces at Airspace World 2025,Joining forces to make Europe the most efficient and environmentally friendly sky to fly in the world!,News article,https://transport.ec.europa.eu/news-events/events/europe-aviation-joins-forces-airspace-world-2025-2025-05-13_en
2025-03-05T12:00:00Z,Commission adopts decision on Schiphol Airport noise reduction plan,"Today, the Commission adopted a decision regarding measures to be introduced by the Netherlands at Schiphol Airport to reduce the aircraft noise burden on residents.",News article,/news-events/news/commission-adopts-decision-schiphol-airport-noise-reduction-plan-2025-03-05_en
2025-03-05T12:00:00Z,Commission boosts European automotive industry's global competitiveness,"The European automotive sector is at critical turning point, challenged by rapid technological changes and increasing competition. To address the changes ahead, President von der Leyen in January launched a Strategic Dialogue on the Future of the European Automotive Industry.",News article,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_635
2025-03-04T12:00:00Z,European Capital of Smart Tourism and European Green Pioneer of Smart Tourism 2026: applications open tomorrow,Tourism destinations across Europe are invited to submit their innovative practices of smart and sustainable tourism to become leading examples in European tourism.,News article,/news-events/news/european-capital-smart-tourism-and-european-green-pioneer-smart-tourism-2026-applications-open-2025-03-04_en
2025-03-03T12:00:00Z,Commission welcomes ICAO agreement on new aircraft standards for fuel efficiency and noise levels driving sustainability in aviation,"The Commission welcomes the landmark decision at the ICAOs Committee for Aviation Environmental Protection (CAEP), agreeing on a comprehensive set of new standards for fuel efficiency and noise levels for new aircraft applicable as of 2029.",News article,/news-events/news/commission-welcomes-icao-agreement-new-aircraft-standards-fuel-efficiency-and-noise-levels-driving-2025-03-03_en
2025-02-28T12:00:00Z,Commission brings clarity on ReFuelEU Aviation implementation,The Commission published a report assessing developments in the EU sustainable aviation fuels (SAF) market and evaluating possible improvements to the SAF flexibility mechanism.,News article,/news-events/news/commission-brings-clarity-refueleu-aviation-implementation-2025-02-28_en
2025-02-21T12:00:00Z,Commissioner Tzitzikostas hosts Strategic Dialogue roundtable with European automotive leaders,Commissioner Tzitzikostas hosts Strategic Dialogue roundtable with European automotive leaders,News article,/news-events/news/commissioner-tzitzikostas-hosts-strategic-dialogue-roundtable-european-automotive-leaders-2025-02-21_en
2025-02-19T12:00:00Z,Solidarity Lanes: Latest figures – January 2025,Latest figures on Ukrainian exports and imports via the EU-Ukraine Solidarity Lanes: new transport routes established in the face of Russia’s war of aggression against Ukraine.,News article,/news-events/news/solidarity-lanes-latest-figures-january-2025-2025-02-19_en
2025-02-19T12:00:00Z,New proposal to strengthen the EU Mandatory Ship Reporting Systems,The Commission has adopted a crucial measure to enhance maritime safety and environmental protection within EU waters.,News article,/news-events/news/new-proposal-strengthen-eu-mandatory-ship-reporting-systems-2025-02-19_en
2025-02-18T12:00:00Z,European Commission champions global road safety at the Global Ministerial Conference in Morocco,"As a global advocate for safer roads, the European Commission is committed to driving evidence-based policymaking and supporting initiatives that reduce road casualties worldwide.",News article,/news-events/news/european-commission-champions-global-road-safety-global-ministerial-conference-morocco-2025-02-18_en
2025-02-17T12:00:00Z,Expert Group on Urban Mobility presents work to advance sustainable urban mobility,"The Commission’s Expert Group on Urban Mobility (EGUM) has successfully fulfilled the objectives outlined in its Work Programme 2023-2024 by delivering the last set of insightful reports, including recommendations and feedback to policy on a wide range of topics.",News article,/news-events/news/expert-group-urban-mobility-presents-work-advance-sustainable-urban-mobility-2025-02-17_en
2025-02-12T12:00:00Z,February infringements package: key decisions,February infringements package: key decisions,News article,https://ec.europa.eu/commission/presscorner/detail/en/inf_25_242
2025-02-06T12:00:00Z,"EU mobilises €422 million to support the deployment of alternative fuels infrastructure in road, maritime and air transport",The Commission has selected 39 new projects deploying alternative fuels infrastructure that will receive over €422 million in EU support.,News article,/news-events/news/eu-mobilises-eu422-million-support-deployment-alternative-fuels-infrastructure-road-maritime-and-air-2025-02-06_en
2025-02-04T12:00:00Z,European Maritime Transport Environmental Report 2025 highlights progress made in sustainable maritime transport but challenges still persist,"Today, the second edition of the European Maritime Transport Environmental Report was released, providing a comprehensive overview of the environmental impact of Europe's maritime sector within the EU, as well as an assessment of practices to make it more sustainable.",News article,/news-events/news/european-maritime-transport-environmental-report-2025-highlights-progress-made-sustainable-maritime-2025-02-04_en
2025-02-03T12:00:00Z,Product Environmental Footprint (PEF) for hotel accommodation services: Stakeholders invited to comment on new draft rules,"To support EU hotels to measure and communicate about their sustainability, stakeholders are invited to participate in a consultation to establish new rules for assessing the environmental impact of hotel accommodation services – the Product Environmental Footprint Category Rules (PEFCR).",News article,/news-events/news/product-environmental-footprint-pef-hotel-accommodation-services-stakeholders-invited-comment-new-2025-02-03_en
2025-01-31T12:00:00Z,Aviation: Updated conflict zone advisories for the Middle East region,"The Commission and EASA, along with Member States, are closely monitoring the situation in the Middle East to assess the evolving threats and risks, and their impact on civil aviation.",News article,/news-events/news/aviation-updated-conflict-zone-advisories-middle-east-region-2025-01-31_en
2025-01-22T12:00:00Z,CEF Transport: €9.5 billion requested for infrastructure projects on the trans-European transport network,CINEA received 258 applications requesting over €9.5 billion in co-funding from the Connecting Europe Facility (CEF) Transport by the call deadline of 21 January 2025. It is nearly four times more than the €2.5 billion budget available for the 2024 CEF Transport calls for proposals.,News article,https://cinea.ec.europa.eu/news-events/news/cef-transport-eu95-billion-requested-infrastructure-projects-trans-european-transport-network-2025-01-22_en
2025-01-21T12:00:00Z,Solidarity Lanes: Latest figures – December 2024,Latest figures on Ukrainian exports and imports via the EU-Ukraine Solidarity Lanes: new transport routes established in the face of Russia’s war of aggression against Ukraine.,News article,/news-events/news/solidarity-lanes-latest-figures-december-2024-2025-01-21_en
2025-01-17T12:00:00Z,Road transport: EU and Ukraine sign decision to extend smart tachograph to Ukrainian hauliers ,"On 17 January 2025, the EU and Ukraine agreed on the recognition of smart tachographs for the enforcement of the EU-Ukraine Road Transport Agreement. ",News article,/news-events/news/road-transport-eu-and-ukraine-sign-decision-extend-smart-tachograph-ukrainian-hauliers-2025-01-17_en
2025-01-15T12:00:00Z,"With EU support, Ukrainian Railways opens modernised train inspection point on the border with Poland",Ukrzaliznytsia has completed a project to double the capacity of a train inspection point at the Polish-Ukrainian border. This project has been implemented with the parallel funding of the Connecting Europe Facility and the European Investment Bank.,News article,https://www.eeas.europa.eu/delegations/ukraine/eu-support-ukrzaliznytsia-opens-modernised-train-inspection-point-border-poland-mostyska-ii-station_en
2025-01-14T12:00:00Z,European Aviation Environmental Report 2025 provides key recommendations for a more sustainable future in aviation,"The European Aviation Environmental Report offers recommendations on reducing aviation's impact on climate change, noise and air quality.",News article,/news-events/news/european-aviation-environmental-report-2025-provides-key-recommendations-more-sustainable-future-2025-01-14_en
2025-01-10T12:00:00Z,New EU rules aiming to decarbonise the maritime sector take effect,"More renewable and low-carbon fuels will help reduce carbon emissions and air pollution from the EU maritime sector, following the entry into force of the FuelEU Maritime Regulation as of 1 January 2025.",News article,/news-events/news/new-eu-rules-aiming-decarbonise-maritime-sector-take-effect-2025-01-10_en
2025-01-09T12:00:00Z,Towards Paperless Freight Transport: EU takes a step forward with eFTI Regulation implementation,"Member States can now begin setting up their IT systems in preparation for paperless freight transport, as the first eFTI Regulation implementing and delegated acts entered into force.",News article,/news-events/news/towards-paperless-freight-transport-eu-takes-step-forward-efti-regulation-implementation-2025-01-09_en
2025-01-09T12:00:00Z,EU Aviation Safety Agency updates safety guidance on Russian Airspace,The European Union Aviation Safety Agency (EASA) has updated its Conflict Zone Information Bulletin for the airspace of the Russian Federation.,News article,/news-events/news/eu-aviation-safety-agency-updates-safety-guidance-russian-airspace-2025-01-09_en
2024-12-19T12:00:00Z,"Investments in climate adaptation should be an integral part of the trans-European transport network, study shows",A new study that shows how all transport modes on the TEN-T network will be exposed to significantly more climate extremes in the future.,News article,/news-events/news/investments-climate-adaptation-should-be-integral-part-trans-european-transport-network-study-shows-2024-12-19_en
2024-12-18T12:00:00Z,EU introduces Flight Emissions Label for more informed and sustainable travelling,"The Commission adopted a Regulation putting in place a Flight Emissions Label (FEL), which offers a clear and trustworthy methodology for calculating flight emissions.",News article,/news-events/news/eu-introduces-flight-emissions-label-more-informed-and-sustainable-travelling-2024-12-18_en
2024-12-18T12:00:00Z,Solidarity Lanes: Latest figures – November 2024,Latest figures on Ukrainian exports and imports via the EU-Ukraine Solidarity Lanes: new transport routes established in the face of Russia’s war of aggression against Ukraine.,News article,/news-events/news/solidarity-lanes-latest-figures-november-2024-2024-12-18_en
2024-12-17T12:00:00Z,New study published on Greening of European sea ports,New study published on Greening of European sea ports,News article,/news-events/news/new-study-published-greening-european-sea-ports-2024-12-17_en
2024-12-17T12:00:00Z,December infringements package: key decisions,December infringements package: key decisions,News article,https://ec.europa.eu/commission/presscorner/detail/en/inf_24_6006
2024-12-16T12:00:00Z,New rules for better cross-border enforcement of traffic laws,The Commission welcomes the European Parliament and Council's final adoption of the Directive to strengthen cross-border enforcement of road traffic rules.,News article,/news-events/news/new-rules-better-cross-border-enforcement-traffic-laws-2024-12-16_en
2025-11-05T12:00:00Z,Commission launches plan to accelerate high-speed rail across Europe,"The Commission unveiled a comprehensive plan to accelerate the development of high-speed rail across the EU, offering passengers significantly reduced travel times.",News article,/news-events/news/commission-launches-plan-accelerate-high-speed-rail-across-europe-2025-11-05_en
2025-11-05T12:00:00Z,Commission unveils the Sustainable Transport Investment Plan: a strategic approach to boost renewable and low-carbon fuels for aviation and waterborne transport,"The Commission adopted its communication on the Sustainable Transport Investment Plan (STIP), setting out a pivotal roadmap to rapidly accelerate the energy transition of aviation and waterborne transport sectors.",News article,/news-events/news/commission-unveils-sustainable-transport-investment-plan-strategic-approach-boost-renewable-and-low-2025-11-05_en
2025-11-03T12:00:00Z,Vacancy: Director of the permanent secretariat of the Transport Community,The permanent secretariat of the Transport Community is announcing a vacancy call for a full-time position of Director of the permanent secretariat of the Transport Community.,News article,/news-events/news/vacancy-director-permanent-secretariat-transport-community-2025-11-03_en
2025-10-30T12:00:00Z,Commission adopts plan to complete Madrid–Lisbon high-speed connection by 2034,The Commission has adopted an implementing decision setting out key milestones and deadlines for completing the high-speed rail connection between Madrid and Lisbon.,News article,/news-events/news/commission-adopts-plan-complete-madrid-lisbon-high-speed-connection-2034-2025-10-30_en
2025-10-27T12:00:00Z,Solidarity Lanes: Latest figures – September 2025,Latest figures on Ukrainian exports and imports via the EU-Ukraine Solidarity Lanes: new transport routes established in the face of Russia’s war of aggression against Ukraine.,News article,/news-events/news/solidarity-lanes-latest-figures-september-2025-2025-10-27_en
2025-10-22T12:00:00Z,New report shows progress in sustainable aviation fuel uptake across the EU,The European Union Aviation Safety Agency (EASA) published its first annual report on the implementation of the ReFuelEU aviation regulation.,News article,/news-events/news/new-report-shows-progress-sustainable-aviation-fuel-uptake-across-eu-2025-10-22_en
2025-10-17T12:00:00Z,Road Safety Statistics for 2024: Progress continues amid persistent challenges  ,"In 2024, 19,940 people lost their lives in road crashes across the EU, according to latest statistics released by the European Commission today.",News article,/news-events/news/road-safety-statistics-2024-progress-continues-amid-persistent-challenges-2025-10-17_en
2025-10-16T12:00:00Z,Young people and transport jobs: making transport careers more attractive,"On 15 October 2025, the Commission hosted a conference on 'Young people and transport jobs: making transport careers more attractive' in Brussels.",News article,/news-events/news/young-people-and-transport-jobs-making-transport-careers-more-attractive-2025-10-16_en
2025-10-13T12:00:00Z,The new Entry/Exit System went live on 12 October,"On 12 October, 29 European countries started introducing Europe’s new digital border system - the Entry/Exit System (EES) at their external borders. European countries started electronically registering the data of non-EU nationals crossing their external borders for short stays.",News article,https://home-affairs.ec.europa.eu/news/new-entryexit-system-went-live-12-october-2025-10-13_en
2025-10-12T12:00:00Z,Statement ahead of the IMO’s Marine Environment Protection Committee (MEPC) meeting,"The EU supports ambitious global measures at IMO level with a view to decarbonise the shipping sector, and ensure a global level playing field.",News article,/news-events/news/statement-ahead-imos-marine-environment-protection-committee-mepc-meeting-2025-10-12_en
2025-10-09T12:00:00Z,EU and Azerbaijan deepen transport cooperation at second transport dialogue ,"On 9 October, the European Commission and the Ministry of Digital Development and Transport of Azerbaijan held the second High-Level Transport Dialogue, co-chaired by Minister Rashad Nabiyev and Director-General Magda Kopczyńska. ",News article,/news-events/news/eu-and-azerbaijan-deepen-transport-cooperation-second-transport-dialogue-2025-10-09_en
2025-10-08T12:00:00Z,October infringements package: key decisions,October infringements package: key decisions,News article,https://ec.europa.eu/commission/presscorner/detail/en/inf_25_2077
2025-10-07T12:00:00Z,New Performance Review Board appointed to drive implementation of the Single European Sky,A new Performance Review Board (PRB) has been appointed to guide the implementation of the Single European Sky initiative.,News article,/news-events/news/new-performance-review-board-appointed-drive-implementation-single-european-sky-2025-10-07_en
2025-10-03T12:00:00Z,EU welcomes UN aviation agency’s condemnation of Russia for undermining global aviation safety,The ICAO has formally condemned Russia for repeatedly interfering with Global Navigation Satellite System (GNSS) signals in Europe.,News article,/news-events/news/eu-welcomes-un-aviation-agencys-condemnation-russia-undermining-global-aviation-safety-2025-10-03_en
2025-10-02T12:00:00Z,Commission proposes a targeted amendment of EU rules on road tolls and user charges to clarify and simplify certain provisions,"The Commission presented an amended proposal to make certain provisions of the eurovignette directive clearer, simpler and more precise.",News article,/news-events/news/commission-proposes-targeted-amendment-eu-rules-road-tolls-and-user-charges-clarify-and-simplify-2025-10-02_en
2025-10-02T12:00:00Z,Women in rail award 2025: winners announced ,"The 2025 edition of the women in rail award was held in Kraków, Poland, as part of the European rail safety days.",News article,/news-events/news/women-rail-award-2025-winners-announced-2025-10-02_en
2025-10-01T12:00:00Z,New call for proposals: mobile application for professional lorry drivers to rate points of interest,"The Commission calls for proposals to develop a mobile application where professional lorry drivers can rate their main points of interest on the road, from rest and parking facilities to areas for loading and unloading their cargo.",News article,/news-events/news/new-call-proposals-mobile-application-professional-lorry-drivers-rate-points-interest-2025-10-01_en
2025-10-01T12:00:00Z,"EU progress on cycling – greener, healthier, more inclusive mobility","The Commission adopted its first progress report on the European declaration on cycling, showing strong momentum across the EU to boost cycling infrastructure and policies. The report confirms cycling’s role as a clean, affordable and health-boosting way to travel.",News article,/news-events/news/eu-progress-cycling-greener-healthier-more-inclusive-mobility-2025-10-01_en
2025-09-29T12:00:00Z,"EU Urban Mobility Days to take place in Vilnius: three days of sharing innovation ideas, best practices, and sustainable mobility solutions","From 30 September to 2 October, EU Urban Mobility Days will take place in Vilnius.",News article,/news-events/news/eu-urban-mobility-days-take-place-vilnius-three-days-sharing-innovation-ideas-best-practices-and-2025-09-29_en
2025-09-25T12:00:00Z,EU and Ukraine extend road transport agreement until 31 March 2027 ,The EU and Ukraine decided today to extend the validity of their current road transport agreement.,News article,/news-events/news/eu-and-ukraine-extend-road-transport-agreement-until-31-march-2027-2025-09-25_en
2025-09-25T12:00:00Z,EU and ICAO mark milestone in sustainable aviation fuels project,"A special ceremony was held during the 42nd ICAO Assembly, to mark the completion of three EU funded studies under the International Civil Aviation Organization’s capacity building and training programme for sustainable aviation fuels (ACT-SAF).",News article,/news-events/news/eu-and-icao-mark-milestone-sustainable-aviation-fuels-project-2025-09-25_en
2025-09-24T12:00:00Z,Reducing cost of high-speed rail constructions,How can we reduce high-speed rail constructions costs along the nine corridors on the trans-European transport network?,News article,/news-events/news/reducing-cost-high-speed-rail-constructions-2025-09-24_en
2025-09-24T12:00:00Z,Solidarity Lanes: Latest figures – August 2025,Latest figures on Ukrainian exports and imports via the EU-Ukraine Solidarity Lanes: new transport routes established in the face of Russia’s war of aggression against Ukraine.,News article,/news-events/news/solidarity-lanes-latest-figures-august-2025-2025-09-24_en
2025-09-22T12:00:00Z,EU and ICAO strengthen cooperation ahead of the 42nd ICAO Assembly,"The EU and ICAO have reaffirmed their strong commitment to advancing global aviation safety, security and sustainability during the 9th EU-ICAO Joint Committee meeting, held on 22 September at ICAO Headquarters in Montréal.",News article,/news-events/news/eu-and-icao-strengthen-cooperation-ahead-42nd-icao-assembly-2025-09-22_en
2025-09-19T12:00:00Z,EU and Moldova extend road transport agreement,The agreement aims at helping Moldova access world markets by facilitating transit through EU countries and further developing its links with the EU market.,News article,/news-events/news/eu-and-moldova-extend-road-transport-agreement-2025-09-19_en
2025-09-17T12:00:00Z,Have your say on military mobility challenges,"To improve the movement of military troops, equipment and assets across the European Union and beyond, the Commission would like to hear your views on the military mobility package.",News article,/news-events/news/have-your-say-military-mobility-challenges-2025-09-17_en
2025-09-16T12:00:00Z,European Mobility Week 2025 promotes inclusive and sustainable mobility for everyone,"From 16 to 22 September, more than 2,500 towns and cities will celebrate European Mobility Week.",News article,/news-events/news/european-mobility-week-2025-promotes-inclusive-and-sustainable-mobility-everyone-2025-09-16_en
2025-09-16T12:00:00Z,EU Ministers commit to faster truck recharging deployment,"Commissioner for Transport and Tourism Apostolos Tzitzikostas presents the Clean Transport Corridor Initiative, which seeks to accelerate the deployment of heavy-duty vehicles recharging infrastructure across key freight corridors.",News article,/news-events/news/eu-ministers-commit-faster-truck-recharging-deployment-2025-09-16_en
2025-09-15T12:00:00Z,New coordinators appointed to drive completion of Europe’s trans-European transport network,"Three European Coordinators have been designated to help complete the trans-European transport network (TEN-T), a vast infrastructure network of railways, roads, and inland waterways connecting the European Union.",News article,/news-events/news/new-coordinators-appointed-drive-completion-europes-trans-european-transport-network-2025-09-15_en
2025-09-15T12:00:00Z,Commission launches new initiatives with industry to boost Europe's Automotive leadership,"President Ursula von der Leyen chaired the third Strategic Dialogue on the Future of the European Automotive Industry, bringing together the European automotive industry, social partners, and other stakeholders in Brussels.",News article,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_2090
